id,title,publisher,month_published,year_published,top_sell_category,price_USD,genre,age_rating_PEGI,languages_interface,languages_spoken,recommended_graphics,user_ratings_positive,user_ratings_negative
2108330,F1® 23,Electronic Arts,06,2023,Silver,NA,Racing|Sports,3,English|French|Italian|German|Spanish - Spain|Japanese|Polish|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Dutch|Arabic,English|French|Italian|German|Spanish - Spain|Japanese|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Dutch,NVIDIA GTX 1660 Ti|AMD RX 590|GeForce RTX 3070|Radeon RX 6800|NVIDIA RTX 2070|AMD RX 6700 XT|NVIDIA 528.49|AMD 23.2.1,3534,667
1888930,The Last of Us™ Part I,PlayStation Publishing LLC,03,2023,Silver,60,Action|Adventure,18,English|Italian|Spanish - Spain|Czech|Dutch|Greek|French|German|Danish|Finnish|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish|Croatian,English|Italian|Spanish - Spain|Greek|French|German|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America|Turkish,AMD Radeon RX 5700 XT|AMD Radeon RX 6600 XT|NVIDIA GeForce RTX 2070 SUPER|NVIDIA GeForce RTX 3060,9176,9445
1971650,OCTOPATH TRAVELER II,Square Enix,02,2023,Silver,60,RPG,12,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Simplified Chinese|Traditional Chinese,English|Japanese,AMD Radeon RX 470|Intel Arc A750|NVIDIA GeForce GTX 1060,3114,119
1171690,Wayfinder,Airship Syndicate,10,2023,Silver,25,Action|Adventure|RPG,12,English|French|Italian|German|Japanese|Spanish - Latin America|Korean|Polish|Portuguese - Brazil|Traditional Chinese|Spanish - Spain|Simplified Chinese,English|French|German|Japanese|Spanish - Latin America|Korean|Portuguese - Brazil|Traditional Chinese|Spanish - Spain,AMD RX 6600XT|Nvidia RTX 3070,2539,338
1527950,Wartales,Shiro Games,04,2023,Silver,35,Adventure|Indie|RPG|Strategy,NA,English|French|German|Spanish - Spain|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Korean,English,NVidia GTX 1080|AMD RX 5600,5743,610
1938010,WILD HEARTS™,Electronic Arts,02,2023,Silver,70,Action|Adventure,12,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Simplified Chinese|Spanish - Latin America|Traditional Chinese|Portuguese - Brazil,English|French|Italian|German|Spanish - Spain|Japanese,GeForce RTX 2070|Radeon RX 5700 XT,3525,4132
1817230,Hi-Fi RUSH,"KRAFTON, Inc.",01,2023,Silver,30,Action,12,English|French|Italian|German|Spanish - Spain|Arabic|Spanish - Latin America|Portuguese - Brazil|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean,English|French|Italian|German|Spanish - Spain|Spanish - Latin America|Portuguese - Brazil|Polish|Japanese,Arc A750*,10697,207
1677280,Company of Heroes 3,Relic Entertainment,02,2023,Silver,60,Action|Strategy,18,English|French|Italian|German|Spanish - Spain|Czech|Korean|Polish|Simplified Chinese|Traditional Chinese|Japanese|Portuguese - Brazil|Turkish|Russian|Ukrainian,English,NVIDIA GeForce GTX 1660|AMD Radeon RX 5600,5287,3542
1627720,Lies of P,NEOWIZ,09,2023,Silver,60,Action|Adventure|RPG,16,English|French|German|Spanish - Spain|Russian|Japanese|Simplified Chinese|Traditional Chinese|Portuguese - Brazil|Polish|Korean|Italian,English,AMD Radeon RX 6500 XT|NVIDIA GeForce GTX 1660,10465,1365
1144200,Ready or Not,VOID Interactive,12,2023,Silver,50,Action|Adventure|Indie,18,English|French|German|Korean|Simplified Chinese|Italian|Spanish - Spain|Japanese|Polish|Portuguese - Portugal|Turkish|Russian,English,Nvidia GTX 1060,18283,5222
954850,Kerbal Space Program 2,Private Division,02,2023,Silver,50,Indie|Simulation|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Russian|Simplified Chinese|Portuguese - Brazil|Traditional Chinese,English,nVidia GeForce RTX 3080|AMD Radeon RX 6800 XT,6269,5919
1268750,Starship Troopers: Extermination,Offworld,10,2023,Silver,30,Action|Indie,16,English|French|Italian|German|Spanish - Spain|Japanese|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America,English,NA,632,697
1548850,Six Days in Fallujah,Victura,06,2023,Silver,40,Action|Early Access,NA,English|French|German|Korean|Simplified Chinese|Spanish - Latin America|Italian|Spanish - Spain|Portuguese - Brazil|Portuguese - Portugal|Turkish,NA,Nvidia RTX 3070|AMD RX 6800,4735,735
2344520,Diablo® IV,"Blizzard Entertainment, Inc.",10,2023,Silver,50,Action|RPG,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Spanish - Latin America|Traditional Chinese|Simplified Chinese|Turkish,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Spanish - Latin America|Traditional Chinese|Simplified Chinese,NVIDIA GeForce GTX 970|Intel Arc A750|AMD Radeon RX 470,5447,2580
1997040,MARVEL SNAP,"Second Dinner Studios, Inc.",08,2023,Silver,0,Casual|Strategy|Free To Play,7,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Thai|Traditional Chinese|Indonesian|Russian|Vietnamese,English|French|Japanese|Korean|Spanish - Latin America|Traditional Chinese,Nvidia GeForce GTX 660|AMD Radeon HD 7970,2123,670
2369390,Far Cry® 6,Ubisoft,05,2023,Silver,60,Action|Adventure,18,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America|Thai|Traditional Chinese,English|French|German|Japanese|Portuguese - Brazil|Russian|Spanish - Latin America,AMD RX Vega 64|NVIDIA GeForce GTX 1080,4581,2178
1433140,The Texas Chain Saw Massacre,Gun Interactive,08,2023,Silver,20,Action|Indie,NA,English|French|Italian|German|Spanish - Spain|Japanese|Portuguese - Brazil|Russian|Simplified Chinese,English,Nvidia Geforce RTX 3070|AMD Radeon RX 6700 XT,8945,2410
1940340,Darkest Dungeon® II,Red Hook Studios,05,2023,Silver,40,Indie|RPG|Strategy,12,English|French|Italian|German|Czech|Polish|Portuguese - Brazil|Russian|Spanish - Latin America|Japanese|Korean|Simplified Chinese|Ukrainian|Spanish - Spain|Traditional Chinese,English,NA,6467,2152
1337520,Risk of Rain Returns,Gearbox Publishing,11,2023,Silver,15,Action,7,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Russian|Turkish|Simplified Chinese,NA,NA,19827,2303
2933620,Call of Duty®: Black Ops 6,Activision,11,2024,Platinum,70,Action,18,English|French|Italian|German|Spanish - Spain|Korean|Polish|Russian|Traditional Chinese|Japanese|Spanish - Latin America|Arabic|Simplified Chinese|Portuguese - Brazil,English|French|Italian|German|Spanish - Spain|Japanese|Spanish - Latin America|Portuguese - Brazil,AMD Radeon RX 6600XT|NVIDIA GeForce GTX 1080Ti,4671,3555
2183900,"Warhammer 40,000: Space Marine 2",Focus Entertainment,09,2024,Platinum,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Russian|Czech|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese|Turkish|Ukrainian|Thai,English|French|German|Spanish - Spain|Russian|Japanese|Simplified Chinese,AMD Radeon RX 6800 XT|Nvidia GeForce RTX 3070,62550,16068
1643320,S.T.A.L.K.E.R. 2: Heart of Chornobyl,GSC Game World (worldwide),11,2024,Platinum,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian|Arabic|Czech|Spanish - Latin America|Turkish|Serbian,English|Ukrainian,Nvidia GeForce RTX 3070 Ti|Nvidia GeForce RTX 4070|AMD Radeon RX 6800 XT,61955,12713
2054970,Dragon's Dogma 2,"CAPCOM Co., Ltd.",03,2024,Platinum,70,Action|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Spanish - Latin America|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Polish,English|Japanese,NVIDIA GeForce RTX 2080|AMD Radeon RX 6700,34862,25555
1623730,Palworld,Pocketpair,01,2024,Platinum,30,Action|Adventure|Indie|RPG|Early Access,NA,English|Simplified Chinese|Traditional Chinese|Japanese|French|Italian|German|Spanish - Spain|Portuguese - Brazil|Russian|Korean|Indonesian|Spanish - Latin America|Thai|Turkish|Vietnamese|Polish,NA,GeForce RTX 2070,215082,14271
1790600,DRAGON BALL: Sparking! ZERO,Bandai Namco Entertainment,10,2024,Platinum,70,Action,12,English|French|Italian|German|Spanish - Spain|Arabic|Indonesian|Spanish - Latin America|Portuguese - Brazil|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Thai,English|Japanese,Nvidia GeForce RTX 2060|AMD Radeon RX Vega 64,32226,2943
2694490,Path of Exile 2,Grinding Gear Games,12,2024,Platinum,30,Action|Adventure|Massively Multiplayer|RPG|Early Access,NA,English|French|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Russian|Thai,English,NVIDIA GeForce RTX 2060|Intel Arc A770|ATI Radeon RX 5600XT,68703,17001
2358720,Black Myth: Wukong,Game Science,08,2024,Platinum,60,Action|Adventure|RPG,16,English|French|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Italian|Turkish|Thai|Czech,English|Simplified Chinese,NVIDIA GeForce RTX 2060|AMD Radeon RX 5700 XT|INTEL Arc A750,634089,28665
553850,HELLDIVERS™ 2,PlayStation Publishing LLC,02,2024,Platinum,40,Action,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Spanish - Latin America|Polish|Portuguese - Portugal|Russian|Simplified Chinese|Traditional Chinese,English|French|Italian|German|Spanish - Spain|Japanese|Portuguese - Brazil|Spanish - Latin America,NVIDIA GeForce RTX 2060|AMD Radeon RX 6600XT,174213,51027
2669320,EA SPORTS FC™ 25,Electronic Arts,09,2024,Platinum,70,Simulation|Sports,3,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Traditional Chinese|Turkish,English|French|Italian|German|Spanish - Spain|Arabic|Dutch|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America,AMD RX 5600 XT|Nvidia GTX 1660,7654,8926
2878980,NBA 2K25,2K,10,2024,Platinum,70,Simulation|Sports,3,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Simplified Chinese|Traditional Chinese,English,NVIDIA GeForce RTX 2070|AMD Radeon RX 5700|Intel Arc A770,2558,1681
1363080,Manor Lords,Hooded Horse,04,2024,Platinum,40,Simulation|Strategy|Early Access,NA,English|German|Polish|Simplified Chinese|French|Japanese|Spanish - Spain|Korean|Portuguese - Brazil|Russian|Traditional Chinese|Italian|Turkish|Czech|Danish|Dutch|Hungarian|Swedish|Ukrainian,English,NVIDIA GeForce GTX 1060|AMD Radeon RX 580|Intel Arc A580,34694,4709
1145350,Hades II,Supergiant Games,09,2024,Gold,30,Action|Indie|RPG,12,English|French|Italian|German|Spanish - Spain|Greek|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish|Ukrainian,English,GeForce RTX 2060|Radeon RX 5600 XT|Intel Arc A580,16887,1016
881020,Granblue Fantasy: Relink,"Cygames, Inc.",01,2024,Gold,60,Action|Adventure|RPG,12,English|Japanese|Italian|German|Spanish - Spain|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Korean|French,English|Japanese,NVIDIA GeForce RTX 2080|AMD Radeon RX 6700 XT,22250,3044
1203620,Enshrouded,Keen Games GmbH,01,2024,Gold,30,Action|Adventure|Indie|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish|Ukrainian|Thai,NA,NVIDIA RTX 2070 Super|AMD Radeon RX 6700 XT|Intel ARC A770,30604,5158
899770,Last Epoch,Eleventh Hour Games,02,2024,Gold,35,Action|Adventure|Indie|RPG,NA,English|French|German|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Spain|Japanese,English,nVidia RTX 3060|AMD RX 6600 XT,40647,18639
2300320,Farming Simulator 25,GIANTS Software,11,2024,Gold,30,Simulation,3,English|French|Italian|German|Spanish - Spain|Czech|Danish|Dutch|Finnish|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Romanian|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Traditional Chinese|Turkish|Ukrainian|Vietnamese|Indonesian,English,Nvidia GeForce RTX 2070|AMD Radeon RX 5700 XT|Intel Arc A750,12076,2920
2479810,Gray Zone Warfare,"MADFINGER Games, a.s.",04,2024,Gold,40,Action|Massively Multiplayer|Simulation|Early Access,NA,English|French|Italian|German|Spanish - Spain|Czech|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Turkish,English,NVIDIA GeForce RTX 2080 Ti|AMD Radeon RX 6800 XT,27655,14615
2074920,The First Descendant,NEXON,06,2024,Gold,0,Action|Adventure|RPG|Free To Play,12,English|Japanese|Simplified Chinese|Traditional Chinese|Korean|French|Italian|German|Spanish - Spain|Polish|Portuguese - Brazil|Russian,English|Korean,GeForce RTX 2060|AMD Radeon RX 5600XT|Intel Arc A750,40155,34499
2767030,Marvel Rivals,NetEase Games,12,2024,Gold,0,Action|Free To Play,NA,English|French|Italian|German|Spanish - Spain|Russian|Turkish|Thai|Simplified Chinese|Traditional Chinese|Spanish - Latin America|Korean|Japanese|Polish|Portuguese - Brazil|Arabic,English|Simplified Chinese|Japanese,NVIDIA GeForce RTX 2060 (Super)|AMD RX 5700 XT|Intel Arc A750,116150,29023
1778820,TEKKEN 8,Bandai Namco Entertainment,01,2024,Gold,60,Action,16,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Polish|Russian|Thai|Spanish - Latin America,English,Nvidia GeForce RTX 2070|AMD Radeon RX 5700 XT,10853,1406
1845910,Dragon Age™: The Veilguard,Electronic Arts,10,2024,Gold,60,Action|Adventure|RPG|Strategy,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Russian,English|French|German,NVIDIA RTX 2070|AMD Radeon RX 5700XT,20582,7767
2215430,Ghost of Tsushima DIRECTOR'S CUT,PlayStation Publishing LLC,05,2024,Gold,60,Action|Adventure,18,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Finnish|Greek|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish|Croatian,English|French|Italian|German|Spanish - Spain|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA GeForce RTX 2060|AMD Radeon RX 5600 XT,18660,2175
2429640,THRONE AND LIBERTY,Amazon Games,10,2024,Gold,0,Action|Adventure|Massively Multiplayer|RPG|Free To Play,16,English|French|German|Japanese|Portuguese - Brazil|Spanish - Latin America|Korean|Traditional Chinese,English|Japanese|Korean,NVIDIA Geforce GTX1660,32574,16168
2688950,Planet Coaster 2,Frontier Developments,11,2024,Silver,50,Simulation|Strategy,3,English|French|Italian|German|Spanish - Spain|Czech|Dutch|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese,English|French|German|Spanish - Spain|Japanese|Korean|Simplified Chinese,NVIDIA GeForce RTX 2070 Super|AMD Radeon RX 6700 XT|Intel Arc A770,3503,2039
2161700,Persona 3 Reload,SEGA,02,2024,Silver,60,Adventure|RPG|Strategy,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Turkish,English|Japanese,NVIDIA GeForce GTX 1650|AMD Radeon R9,10948,335
2139460,Once Human,Starry Studio,07,2024,Silver,0,Action|Adventure|RPG|Simulation|Strategy|Free To Play,NA,English|Simplified Chinese|French|German|Japanese|Korean|Traditional Chinese|Portuguese - Brazil|Spanish - Latin America|Russian,English|Simplified Chinese,Nvidia GTX 1060|AMD Radeon RX 580|Intel ARC A380,49146,20373
1928980,Nightingale,Inflexion Games,02,2024,Silver,30,Action|Adventure|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese,English,GeForce RTX 2060 Super|Radeon RX 5700XT,6429,4038
1326470,Sons Of The Forest,Newnight,02,2024,Silver,30,Action|Adventure|Indie|Simulation,NA,English|French|Italian|German|Spanish - Spain|Czech|Finnish|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Swedish|Traditional Chinese|Turkish,English,NVIDIA GeForce 1080Ti|AMD Radeon RX 5700 XT,11054,1428
2321470,Deep Rock Galactic: Survivor,Ghost Ship Publishing,09,2024,Silver,13,Action,NA,English|French|German|Spanish - Spain|Simplified Chinese|Italian|Korean|Portuguese - Brazil|Traditional Chinese|Ukrainian|Hungarian|Russian|Japanese|Polish|Turkish|Indonesian|Spanish - Latin America,English,NA,2697,738
2420110,Horizon Forbidden West™ Complete Edition,PlayStation Publishing LLC,03,2024,Silver,60,Action|RPG,16,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Danish|Dutch|Finnish|Greek|Hungarian|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA GeForce RTX 3060|AMD Radeon RX 5700,6355,655
1934680,Age of Mythology: Retold,Xbox Game Studios,09,2024,Silver,30,Strategy,12,English|French|Italian|German|Spanish - Spain|Danish|Dutch|Finnish|Greek|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Thai|Traditional Chinese|Turkish|Vietnamese|Czech|Hungarian,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Simplified Chinese|Spanish - Latin America|Traditional Chinese,Nvidia GeForce GTX 970|AMD Radeon RX 570,8372,1102
1575940,Sins of a Solar Empire II,Stardock Entertainment,08,2024,Silver,50,Simulation|Strategy,NA,English|French|Italian|German|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America|Hungarian,English,(Nvidia GeForce 1060|AMD Radeon 580),3379,546
1371980,No Rest for the Wicked,Moon Studios GmbH,04,2024,Silver,40,Action|Adventure|RPG|Early Access,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Russian,English,Nvidia GeForce RTX 2060|AMD Radeon RX 5700 XT,16889,6116
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,Square Enix,06,2024,Silver,50,Action|Adventure|RPG,12,English|French|Italian|German|Spanish - Spain|Japanese,English|Japanese,NVIDIA GeForce GTX 750|AMD Radeon RX 460,2604,1036
2881650,Content Warning,Landfall,04,2024,Silver,8,Action|Adventure|Indie,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian,NA,NVIDIA GeForce GTX 1060|AMD RX 470,12341,973
1604030,V Rising,Stunlock Studios,05,2024,Silver,35,Action|Adventure|Massively Multiplayer,12,English|French|German|Spanish - Spain|Portuguese - Brazil|Simplified Chinese|Italian|Hungarian|Japanese|Korean|Polish|Russian|Turkish|Traditional Chinese|Thai|Ukrainian,English,NVIDIA GeForce GTX 1070|AMD Radeon RX 590,11565,1766
2406770,Bodycam,Reissad Studio,06,2024,Silver,34,Action|Indie|Massively Multiplayer|Simulation|Strategy|Early Access,NA,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Russian|Simplified Chinese,English,AMD Radeon RX 6600 XT|NVIDIA GeForce RTX 3060,13227,4830
2701660,DRAGON QUEST III HD-2D Remake,Square Enix,11,2024,Silver,60,RPG,12,English|French|Italian|German|Spanish - Spain|Spanish - Latin America|Simplified Chinese|Traditional Chinese|Japanese|Korean,English|Japanese,AMD Radeon RX 470|Intel Arc A580|NVIDIA GeForce GTX 1060,1836,739
2679460,Metaphor: ReFantazio,SEGA,10,2024,Silver,70,Action|Adventure|RPG,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Russian|Simplified Chinese|Traditional Chinese|Portuguese - Brazil|Spanish - Latin America,English|Japanese,NVIDIA GeForce GTX 970|AMD Radeon RX 480|Intel Arc A380,8758,927
2072450,Like a Dragon: Infinite Wealth,SEGA,01,2024,Silver,70,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Simplified Chinese|Traditional Chinese|Portuguese - Brazil|Russian,English|Japanese|Simplified Chinese,NVIDIA GeForce RTX 2060|AMD Radeon RX 5700|Intel Arc A750,5414,525
1601580,Frostpunk 2,11 bit studios,09,2024,Silver,45,Simulation|Strategy,16,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Turkish|Traditional Chinese|Ukrainian,English|Simplified Chinese,AMD RX 5700|NVIDIA 2060 Super|INTEL ARC A770,8079,3005
2677660,Indiana Jones and the Great Circle,Bethesda Softworks,12,2024,Silver,70,Action|Adventure,16,English|French|Italian|German|Spanish - Spain|Arabic|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Spanish - Latin America|Traditional Chinese,English|French|Italian|German|Spanish - Spain|Japanese|Polish|Portuguese - Brazil|Spanish - Latin America,NVIDIA GeForce RTX 3080Ti|AMD Radeon RX 7700XT,5287,554
2515020,FINAL FANTASY XVI,Square Enix,09,2024,Silver,50,Action|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Spanish - Latin America|Portuguese - Brazil|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean,English|French|Italian|German|Spanish - Latin America|Japanese,AMD Radeon RX 6700 XT|NVIDIA GeForce RTX 2080,5657,1683
1672500,GUNDAM BREAKER 4,Bandai Namco Entertainment Inc.,08,2024,Silver,60,Action|RPG,7,English|Japanese|French|Italian|German|Spanish - Spain|Indonesian|Spanish - Latin America|Thai|Portuguese - Brazil|Simplified Chinese|Traditional Chinese|Korean,English|Japanese|Simplified Chinese|Traditional Chinese,Nvidia GeForce GTX 970|AMD Radeon RX 580|Intel Arc A770,1863,506
2322010,God of War Ragnarök,PlayStation Publishing LLC,09,2024,Silver,60,Action|Adventure|RPG,18,English|French|Italian|German|Spanish - Spain|Arabic|Czech|Dutch|Greek|Hungarian|Japanese|Korean|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Thai|Traditional Chinese|Turkish|Croatian,English|French|Italian|German|Spanish - Spain|Arabic|Greek|Japanese|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Spanish - Latin America,NVIDIA RTX 2060 Super|AMD RX 5700|Intel Arc A770,7407,2184
2567870,Chained Together,Anegar Games,06,2024,Silver,5,Adventure|Casual|Indie|Simulation,NA,English,English,NVIDIA GeForce RTX 3060,16568,1932
526870,Satisfactory,Coffee Stain Publishing,09,2024,Silver,40,Adventure|Indie|Simulation|Strategy,NA,English|French|Italian|German|Spanish - Spain|Japanese|Korean|Polish|Portuguese - Brazil|Russian|Simplified Chinese|Traditional Chinese|Ukrainian,English,Nvidia RTX 2070﻿,20679,1218
2537590,Microsoft Flight Simulator 2024,Xbox Game Studios,11,2024,Silver,70,Simulation,3,English|French|Italian|German|Spanish - Spain|Dutch|Finnish|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Turkish,English|French|Italian|German|Spanish - Spain|Dutch|Finnish|Japanese|Korean|Norwegian|Polish|Portuguese - Brazil|Portuguese - Portugal|Russian|Simplified Chinese|Spanish - Latin America|Swedish|Turkish,Radeon RX 5700 XT|GeForce RTX 2080,3459,5714
2124490,SILENT HILL 2,KONAMI,10,2024,Silver,70,Action|Adventure,18,English|French|Italian|German|Spanish - Spain|Spanish - Latin America|Polish|Russian|Simplified Chinese|Traditional Chinese|Japanese|Korean|Ukrainian|Portuguese - Brazil,English|Japanese,NVIDIA GeForce 2080RTX|AMD Radeon 6800XT,16956,928
